E:\self driving car project\simulator-windows-64\data\IMG\center_2024_01_20_10_35_36_335.jpg, E:\self driving car project\simulator-windows-64\data\IMG\left_2024_01_20_10_35_36_335.jpg, E:\self driving car project\simulator-windows-64\data\IMG\right_2024_01_20_10_35_36_335.jpg, 0, 0, 0, 7.801635E-05
E:\self driving car project\simulator-windows-64\data\IMG\center_2024_01_20_10_35_36_554.jpg, E:\self driving car project\simulator-windows-64\data\IMG\left_2024_01_20_10_35_36_554.jpg, E:\self driving car project\simulator-windows-64\data\IMG\right_2024_01_20_10_35_36_554.jpg, 0, 0, 0, 7.930924E-05
E:\self driving car project\simulator-windows-64\data\IMG\center_2024_01_20_10_35_36_676.jpg, E:\self driving car project\simulator-windows-64\data\IMG\left_2024_01_20_10_35_36_676.jpg, E:\self driving car project\simulator-windows-64\data\IMG\right_2024_01_20_10_35_36_676.jpg, 0, 0, 0, 7.796613E-05
E:\self driving car project\simulator-windows-64\data\IMG\center_2024_01_20_10_35_36_861.jpg, E:\self driving car project\simulator-windows-64\data\IMG\left_2024_01_20_10_35_36_861.jpg, E:\self driving car project\simulator-windows-64\data\IMG\right_2024_01_20_10_35_36_861.jpg, 0, 0, 0, 7.965145E-05
E:\self driving car project\simulator-windows-64\data\IMG\center_2024_01_20_10_35_36_981.jpg, E:\self driving car project\simulator-windows-64\data\IMG\left_2024_01_20_10_35_36_981.jpg, E:\self driving car project\simulator-windows-64\data\IMG\right_2024_01_20_10_35_36_981.jpg, 0, 0, 0, 7.944929E-05
E:\self driving car project\simulator-windows-64\data\IMG\center_2024_01_20_10_35_37_165.jpg, E:\self driving car project\simulator-windows-64\data\IMG\left_2024_01_20_10_35_37_165.jpg, E:\self driving car project\simulator-windows-64\data\IMG\right_2024_01_20_10_35_37_165.jpg, 0, 0, 0, 8.018382E-05
E:\self driving car project\simulator-windows-64\data\IMG\center_2024_01_20_10_35_37_279.jpg, E:\self driving car project\simulator-windows-64\data\IMG\left_2024_01_20_10_35_37_279.jpg, E:\self driving car project\simulator-windows-64\data\IMG\right_2024_01_20_10_35_37_279.jpg, 0, 0, 0, 7.78195E-05
E:\self driving car project\simulator-windows-64\data\IMG\center_2024_01_20_10_35_37_446.jpg, E:\self driving car project\simulator-windows-64\data\IMG\left_2024_01_20_10_35_37_446.jpg, E:\self driving car project\simulator-windows-64\data\IMG\right_2024_01_20_10_35_37_446.jpg, 0, 0, 0, 8.191536E-05
E:\self driving car project\simulator-windows-64\data\IMG\center_2024_01_20_10_35_37_550.jpg, E:\self driving car project\simulator-windows-64\data\IMG\left_2024_01_20_10_35_37_550.jpg, E:\self driving car project\simulator-windows-64\data\IMG\right_2024_01_20_10_35_37_550.jpg, 0, 0, 0, 7.783413E-05
E:\self driving car project\simulator-windows-64\data\IMG\center_2024_01_20_10_35_37_685.jpg, E:\self driving car project\simulator-windows-64\data\IMG\left_2024_01_20_10_35_37_685.jpg, E:\self driving car project\simulator-windows-64\data\IMG\right_2024_01_20_10_35_37_685.jpg, 0, 0, 0, 7.889337E-05
E:\self driving car project\simulator-windows-64\data\IMG\center_2024_01_20_10_35_37_785.jpg, E:\self driving car project\simulator-windows-64\data\IMG\left_2024_01_20_10_35_37_785.jpg, E:\self driving car project\simulator-windows-64\data\IMG\right_2024_01_20_10_35_37_785.jpg, 0, 0, 0, 7.825214E-05
